STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EXPENDITURE,Expenditure,EDITION,Edition,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,5.45,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2011,,5.74,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2010,,4.53,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2009,,4.55,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2008,,4.77,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2007,,5.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2021,,3.04,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,4.02,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,4.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,4.31,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,4.47,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,5.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2011,,1.85,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2010,,1.65,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2009,,1.96,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2008,,0.86,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2007,,0.95,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2021,,0.65,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,0.79,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,1.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,0.66,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,0.77,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,0.83,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,0.74,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,0.84,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,1.51,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,3.62,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,2.88,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,12,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2011,,8.55,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2010,,19.28,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2009,,17.82,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2008,,9.16,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2007,,10.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2021,,1.47,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,1.15,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,3.12,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,2.15,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,1.52,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,0.66,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHL,Chile,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,0.79,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHL,Chile,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,0.9,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHL,Chile,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,1.07,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHL,Chile,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,1.19,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHL,Chile,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,1.29,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHL,Chile,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,1.07,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHL,Chile,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,0.89,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHL,Chile,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,0.93,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2010,,2.6,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2009,,1.97,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2008,,2.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2007,,2.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2021,,2.31,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,1.54,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,1.6,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,1.45,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,1.79,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,1.73,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2015,,2.02,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,1.6,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,1.94,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,1.82,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,7.62,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,8.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,6.39,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2011,,6.77,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2010,,6.37,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2009,,7.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2008,,6.87,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2007,,7.63,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2021,,4.32,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,4.43,,A,Normal value,0,Units,_Z,Not applicable,,
